step,learning_rate,decay_factor,q_before,q_after,weight_rms_after,instantaneous_equilibrium_q,recursion_residual
68,0.01,0.999,0.2001000500250152,0.2001000500250152,0.44732544084258746,0.2001000500250152,0.0
69,0.01,0.999,0.2001000500250152,0.2001000500250152,0.44732544084258746,0.2001000500250152,0.0
70,0.01,0.999,0.2001000500250152,0.2001000500250152,0.44732544084258746,0.2001000500250152,0.0
71,0.01,0.999,0.2001000500250152,0.2001000500250152,0.44732544084258746,0.2001000500250152,0.0
72,0.01,0.999,0.2001000500250152,0.2001000500250152,0.44732544084258746,0.2001000500250152,0.0
73,0.01,0.999,0.2001000500250152,0.2001000500250152,0.44732544084258746,0.2001000500250152,0.0
74,0.01,0.999,0.2001000500250152,0.2001000500250152,0.44732544084258746,0.2001000500250152,0.0
75,0.01,0.999,0.2001000500250152,0.2001000500250152,0.44732544084258746,0.2001000500250152,0.0
76,0.01,0.999,0.2001000500250152,0.2001000500250152,0.44732544084258746,0.2001000500250152,0.0
77,0.01,0.999,0.2001000500250152,0.2001000500250152,0.44732544084258746,0.2001000500250152,0.0
78,0.01,0.999,0.2001000500250152,0.2001000500250152,0.44732544084258746,0.2001000500250152,0.0
79,0.01,0.999,0.2001000500250152,0.2001000500250152,0.44732544084258746,0.2001000500250152,0.0
80,0.002,0.9998,0.2001000500250152,0.2000360180090072,0.4472538630453707,0.0400040004000423,0.0
81,0.002,0.9998,0.2000360180090072,0.1999720116032443,0.44718230242625245,0.0400040004000423,0.0
82,0.002,0.9998,0.1999720116032443,0.19990803079748345,0.4471107589820261,0.0400040004000423,0.0
83,0.002,0.9998,0.19990803079748345,0.19984407558148568,0.44703923270948565,0.0400040004000423,0.0
84,0.002,0.9998,0.19984407558148568,0.19978014594501609,0.4469677236054255,0.0400040004000423,0.0
85,0.002,0.9998,0.19978014594501609,0.1997162418778439,0.44689623166664083,0.0400040004000423,0.0
86,0.002,0.9998,0.1997162418778439,0.19965236336974243,0.44682475688992707,0.0400040004000423,0.0
87,0.002,0.9998,0.19965236336974243,0.19958851041048906,0.4467532992720804,0.0400040004000423,0.0
88,0.002,0.9998,0.19958851041048906,0.19952468298986528,0.4466818588098976,0.0400040004000423,0.0
89,0.002,0.9998,0.19952468298986528,0.19946088109765664,0.44661043550017576,0.0400040004000423,0.0
90,0.002,0.9998,0.19946088109765664,0.19939710472365282,0.44653902933971273,0.0400040004000423,0.0
91,0.002,0.9998,0.19939710472365282,0.19933335385764755,0.44646764032530684,0.0400040004000423,0.0
92,0.002,0.9998,0.19933335385764755,0.19926962848943863,0.44639626845375696,0.0400040004000423,0.0
93,0.002,0.9998,0.19926962848943863,0.199205928608828,0.4463249137218625,0.0400040004000423,0.0
94,0.002,0.9998,0.199205928608828,0.1991422542056216,0.4462535761264234,0.0400040004000423,0.0
95,0.002,0.9998,0.1991422542056216,0.1990786052696295,0.4461822556642403,0.0400040004000423,0.0
96,0.002,0.9998,0.1990786052696295,0.19901498179066585,0.4461109523321142,0.0400040004000423,0.0
97,0.002,0.9998,0.19901498179066585,0.19895138375854884,0.44603966612684665,0.0400040004000423,0.0
98,0.002,0.9998,0.19895138375854884,0.19888781116310078,0.44596839704523994,0.0400040004000423,0.0
99,0.002,0.9998,0.19888781116310078,0.198824263994148,0.4458971450840967,0.0400040004000423,0.0
100,0.002,0.9998,0.198824263994148,0.19876074224152088,0.4458259102402202,0.0400040004000423,0.0
101,0.002,0.9998,0.19876074224152088,0.19869724589505394,0.4457546925104142,0.0400040004000423,0.0
102,0.002,0.9998,0.19869724589505394,0.19863377494458576,0.4456834918914832,0.0400040004000423,0.0
103,0.002,0.9998,0.19863377494458576,0.19857032937995892,0.4456123083802319,0.0400040004000423,0.0
104,0.002,0.9998,0.19857032937995892,0.1985069091910201,0.4455411419734659,0.0400040004000423,0.0
105,0.002,0.9998,0.1985069091910201,0.19844351436762006,0.44546999266799114,0.0400040004000423,0.0
106,0.002,0.9998,0.19844351436762006,0.1983801448996136,0.4453988604606141,0.0400040004000423,0.0
107,0.002,0.9998,0.1983801448996136,0.19831680077685954,0.4453277453481419,0.0400040004000423,0.0
108,0.002,0.9998,0.19831680077685954,0.19825348198922083,0.44525664732738224,0.0400040004000423,0.0
109,0.002,0.9998,0.19825348198922083,0.19819018852656442,0.4451855663951432,0.0400040004000423,0.0
110,0.002,0.9998,0.19819018852656442,0.19812692037876134,0.4451145025482335,0.0400040004000423,0.0
111,0.002,0.9998,0.19812692037876134,0.19806367753568666,0.4450434557834624,0.0400040004000423,0.0
112,0.002,0.9998,0.19806367753568666,0.19800045998721946,0.44497242609763976,0.0400040004000423,0.0
113,0.002,0.9998,0.19800045998721946,0.19793726772324297,0.4449014134875759,0.0400040004000423,0.0
114,0.002,0.9998,0.19793726772324297,0.19787410073364436,0.4448304179500817,0.0400040004000423,0.0
115,0.002,0.9998,0.19787410073364436,0.19781095900831494,0.44475943948196867,0.0400040004000423,0.0
116,0.002,0.9998,0.19781095900831494,0.19774784253714997,0.44468847808004874,0.0400040004000423,0.0
117,0.002,0.9998,0.19774784253714997,0.1976847513100488,0.44461753374113444,0.0400040004000423,0.0
118,0.002,0.9998,0.1976847513100488,0.19762168531691485,0.44454660646203886,0.0400040004000423,0.0
119,0.002,0.9998,0.19762168531691485,0.19755864454765548,0.4444756962395756,0.0400040004000423,0.0
120,0.002,0.9998,0.19755864454765548,0.1974956289921822,0.44440480307055885,0.0400040004000423,0.0
